,Name,Link,Distance,Date,id_course,Year,nom,annee,nb_pts_mont,pays,type_partic,pct_route,pct_piste,pct_sentier,challenge,championnat,inscr_nb,inscr_dt_min,inscr_dt_max,inscr_sur_place,inscr_tarif,inscr_tarif_devise,nb_etp,latitude,longitude,pays_arrivee,ville_depart,ville_arrivee,pays_depart,inscr_site,heure_depart,dist_tot,deniv_tot,deniv_neg_tot,nb_pts,temps_max
0,Chianti Trail Ultra 2020 - Cut Chianti Trail Ultra 73k 73.30 K,https://itra.run/race/9509,73.30 km, 01/01/2020,9509,2020,CUT Chianti Trail Ultra 73K,2020,4,IT,solo,2,80,18,,,350,0000-00-00,0000-00-00,0,65.0,EUR,1,43.4871,11.3747,IT,Radda in Chianti,Radda in Chianti,IT,https://www.chiantiultratrail.com,2020-01-01 00:00:00,73.30,2720,2720,3,50400
1,New Year Ne Mountain Race  2020 - Challenge - Solo 27.80 K,https://itra.run/race/13893,27.80 km, 01/01/2020,13893,2020,Challenge - Solo,2020,6,HK,solo,10,5,85,,,200,2019-06-01,2019-12-23,1,0.0,0,1,22.4741,114.235,,Hok Tau,Tai Mei Tuk,,https://endurancecui.active.com/new/events/62679753/select-race?_p=17320793677953605,2020-01-01 09:15:00,27.80,1630,1660,1,23400
2,New Year Ne Mountain Race  2020 - Challenge - Team 27.80 K,https://itra.run/race/13895,27.80 km, 01/01/2020,13895,2020,Challenge - Team,2020,6,HK,team,10,5,85,,,100,2019-06-01,2019-12-21,1,0.0,0,1,22.4741,114.235,,Hok Tau,Tai Mei Tuk,,https://endurancecui.active.com/new/events/62679753/select-race?_p=9508423206478427,2020-01-01 09:15:00,27.80,1630,1660,1,23400
3,New Year Ne Mountain Race  2020 - Elite - Solo 33.30 K,https://itra.run/race/13897,33.30 km, 01/01/2020,13897,2020,Elite - Solo,2020,6,HK,solo,15,5,80,,,200,2019-06-01,2019-12-21,1,0.0,0,1,22.4741,114.235,,Hok Tau,Tai Mei Tuk,,https://endurancecui.active.com/new/events/62679753/select-race?_p=9508423206478427,2020-01-01 09:00:00,33.30,1910,1950,2,28800
4,New Year Ne Mountain Race  2020 - Elite - Team 33.30 K,https://itra.run/race/13899,33.30 km, 01/01/2020,13899,2020,Elite - Team,2020,6,HK,team,15,5,80,,,100,2019-06-01,2019-12-21,1,0.0,0,1,22.4741,114.235,,Hok Tau,Tai Mei Tuk,,https://endurancecui.active.com/new/events/62679753/select-race?_p=519093599191961,2020-01-01 09:00:00,33.30,1910,1950,2,28800
5,Ultramaratona Caminhos De Caravaggio 2020 - U M C C 217km Solo 217.60 K,https://itra.run/race/21377,217.60 km, 01/01/2020,21377,2020,U M C C 217km SOLO,2020,,BR,solo,18,80,2,,,200,2019-08-12,2020-03-21,1,0.0,0,1,-29.2265,-51.3468,,CANELA,FARROUPILHA,,http://www.ultracaminhosdecaravaggio.com.br/,2020-01-01 08:00:00,217.60,5620,5750,-1,216000
6,Ultra Trail Cote D'azur Mercantour 2020 - Utcam 10km 9.30 K,https://itra.run/race/17809,9.30 km, 01/01/2020,17809,2020,UTCAM 10km,2020,8,FR,solo,2,4,94,,,0,0000-00-00,0000-00-00,0,0.0,0,1,44.0701,7.2565,,Saint Martin Vesubie,,,,2020-01-01 00:00:00,9.30,650,650,0,9000
7,La Mythik 2020 - La Mythik Yole 16.90 K,https://itra.run/race/22731,16.90 km, 01/01/2020,22731,2020,LA MYTHIK YOLE,2020,7,FR,solo,15,0,85,,,400,2019-10-28,2020-01-22,0,0.0,0,1,16.0652,-61.7334,,LE PRECHEUR,GRAND RIVIERE,,https://tchimberaid.com/#,2020-01-01 06:30:00,16.90,1090,1120,1,25200
8,Liuzhou100km  2020 - Liuzhou100---30km 31.30 K,https://itra.run/race/22991,31.30 km, 01/01/2020,22991,2020,liuzhou100---30KM,2020,3,CN,solo,30,20,50,,,500,2019-11-08,2019-12-19,0,0.0,0,1,24.3211,109.407,,liuzhou ,liuzhou,,https://mp.weixin.qq.com/s/T5Q_RT-xBmWH7mbGyTz3cQ,2020-01-01 06:30:00,31.30,830,840,1,16020
9,Liuzhou100km  2020 - Liuzhou100-50km 51.90 K,https://itra.run/race/22993,51.90 km, 01/01/2020,22993,2020,liuzhou100-50KM,2020,0,CN,solo,40,20,40,,,1,2019-11-08,2019-11-18,0,0.0,0,1,24.3211,109.407,,liuzhou ,liuzhou,,https://mp.weixin.qq.com/s/T5Q_RT-xBmWH7mbGyTz3cQ,2020-01-01 06:30:00,51.90,1570,1570,2,43620
10,Liuzhou100km  2020 - 100km  99.60 K,https://itra.run/race/22995,99.60 km, 01/01/2020,22995,2020,100KM ,2020,3,CN,solo,30,20,50,,,1000,2019-11-08,2019-12-19,0,0.0,0,1,24.3211,109.407,,liuzhou,liuzhou,,https://mp.weixin.qq.com/s/T5Q_RT-xBmWH7mbGyTz3cQ,2020-01-01 06:30:00,99.60,2880,2880,4,89760
11,Gran Trail Rensen 2020 - Gtr23 22.70 K,https://itra.run/race/2781,22.70 km, 01/01/2020,2781,2020,GTR23,2020,8,IT,solo,8,90,2,,,250,2020-01-30,2020-05-27,0,0.0,0,1,44.4025,8.68313,,Arenzano,,,http://www.wedosport.net/,2020-01-01 00:00:00,22.70,1590,1590,1,20700
12,Ftc  Ultra Trail Running  Race 2020 - Ftc Ultra Trail Running Race 46.00 K,https://itra.run/race/23319,46.00 km, 01/01/2020,23319,2020,FTC ULTRA TRAIL RUNNING RACE,2020,3,CN,solo,20,50,30,,,800,2019-11-19,2019-12-03,1,0.0,0,1,23.4056,113.215,,Huadu,Huadu,,https://iranshao.com/races/16023#banner_id=pr0210100,2020-01-01 08:30:00,46.00,1674,1650,1,43200
13,Quan2 Mt Xiang Race 2020 - New Year 30 Km 30.00 K,https://itra.run/race/23379,30.00 km, 01/01/2020,23379,2020,New Year 30 km,2020,5,CN,solo,10,20,70,,,20,0000-00-00,0000-00-00,1,0.0,0,1,39.9062,116.391,,Beijing,Beijing,,,2020-01-01 08:00:00,30.00,1210,1210,1,16200
14,Desafio Galayos 2020 - 25k Desafío Galayos 25.00 K,https://itra.run/race/14251,25.00 km, 01/01/2020,14251,2020,25K DESAFÍO GALAYOS,2020,11,ES,solo,5,35,60,,,100,2020-01-15,2020-05-31,1,0.0,0,1,40.2223,-5.14029,,GUISANDO,GUISANDO,,http://desafiogalayos.com/inscripciones/,2020-01-01 08:00:00,25.00,1950,1950,2,28800
15,Wuxi New Year Blessing Ultra Trail 2020 - Wuxi 25km 25.40 K,https://itra.run/race/23623,25.40 km, 01/01/2020,23623,2020,WUXI 25KM,2020,6,CN,solo,20,40,40,,,300,0000-00-00,0000-00-00,0,0.0,0,1,19.0694,110.261,,hui shan,hui shan,,,2020-01-01 07:30:00,25.40,1530,1530,1,28800
16,Sardinia Trail 2020 98.90 K,https://itra.run/race/12149,98.90 km, 01/01/2020,12149,2020,SARDINIA TRAIL,2020,5,IT,solo,10,40,50,,,100,2019-08-30,2020-09-30,0,500.0,EUR,3,39.9265,9.70144,IT,Arbatax,Arbatax,IT,http://www.sardiniatrail.com/page.php?page_id=25,2020-10-16 09:00:00,98.90,3680,4060,3,0
17,New Year Marathon Almaty 2020 - Marathon 42.60 K,https://itra.run/race/11241,42.60 km, 01/01/2020,11241,2020,Marathon,2020,1,KZ,solo,0,5,95,,,500,2019-11-05,2019-12-24,1,0.0,0,1,43.2364,76.9457,,Almaty,,,http://ny42km.kz,2020-01-01 12:00:00,42.60,480,480,0,61200
18,Navyfrog Trail Challenges 2020 - Navyfrog Trail Challenges 50k 50.60 K,https://itra.run/race/13155,50.60 km, 02/01/2020,13155,2020,NavyFroG Trail Challenges 50K,2020,5,TH,solo,25,45,30,no,no,1000,2020-01-15,2020-02-29,0,0.0,0,1,13.1857,101.121,,Chonburi,Chonburi,,,2020-01-02 21:00:00,50.60,2440,2440,2,54000
19,S1 Trail La Corsa Della Bora 2020 - Ultra 166.30 K,https://itra.run/race/12961,166.30 km, 04/01/2020,12961,2020,Ultra,2020,5,IT,solo,10,40,50,,,150,2020-01-05,2019-11-30,1,0.0,0,1,45.7754,13.6456,,VISOGLIANO,VISOGLIANO,,http://www.s1trail.com,2020-01-04 06:00:00,166.30,6750,7110,6,147540
20,S1 Trail La Corsa Della Bora 2020 - Ipertrail 178.60 K,https://itra.run/race/18183,178.60 km, 04/01/2020,18183,2020,Ipertrail,2020,6,IT,solo,5,60,35,,,75,2019-04-04,2019-12-23,1,0.0,0,1,45.65,13.7707,,Gorizia,Trieste,,http://www.s1trail.com,2020-01-04 00:00:00,178.60,8080,8060,6,165000
21,Ultra-Trail® Tai Mo Shan 2020 - Ttf 109.10 K,https://itra.run/race/5253,109.10 km, 04/01/2020,5253,2020,TTF,2020,5,HK,solo,10,80,10,UTMT,,200,2019-05-08,2019-11-15,0,0.0,0,1,22.3979,114.194,,Tsuen Wan,Fo Tan,,,2020-01-04 16:00:00,109.10,5320,5430,5,122400
22,Ultra-Trail® Tai Mo Shan 2020 - Utmt 152.00 K,https://itra.run/race/5252,152.00 km, 04/01/2020,5252,2020,UTMT,2020,6,HK,solo,10,80,10,UTMT,,200,0019-05-08,2019-11-25,1,0.0,0,1,22.3979,114.194,,Fo Tan,Fo Tan,,,2020-01-04 08:00:00,152.00,7630,7600,6,151200
23,Tanner Trail Coast By Merrell 2020 - 42k 39.00 K,https://itra.run/race/14579,39.00 km, 04/01/2020,14579,2020,42K,2020,4,CL,solo,5,15,80,,,90,2019-05-31,2019-10-30,0,0.0,0,1,-32.5796,-71.4531,,Cachagua,Cachagua,,http://www.paysport.cl/races/102-tanner-trail-coast-by-merrell/,2020-01-04 08:00:00,39.00,1570,1570,2,0
24,Tanner Trail Coast By Merrell 2020 - 10k 9.70 K,https://itra.run/race/14179,9.70 km, 04/01/2020,14179,2020,10K,2020,3,CL,solo,5,15,80,Los Manantiales,,100,2019-04-30,2019-10-28,0,0.0,0,1,-32.5796,-71.4531,,Cachagua,Cachagua,,http://www.paysport.cl/races/102-tanner-trail-coast-by-merrell/,2020-01-04 10:30:00,9.70,240,240,0,0
25,Tanner Trail Coast By Merrell 2020 - 21k 23.20 K,https://itra.run/race/14181,23.20 km, 04/01/2020,14181,2020,21K,2020,3,CL,solo,6,16,78,,,140,2019-04-30,2019-10-28,0,0.0,0,1,-32.5528,-71.4588,,,,,http://www.paysport.cl/races/102-tanner-trail-coast-by-merrell/,2020-01-04 10:00:00,23.20,770,770,1,0
26,2nd Mizuno Hong Kong Trail Championships  2020 - 53km 53.70 K,https://itra.run/race/16939,53.70 km, 04/01/2020,16939,2020,53km,2020,5,HK,solo,5,50,45,,Hong Kong Trail Championships,500,2020-02-04,2020-02-04,0,0.0,0,1,22.305,114.162,,Kowloon,,,https://hkaaa.com/en/comp_online_apply_intro.php?id=134,2020-01-04 07:00:00,53.70,2580,2580,3,68400
27,2nd Mizuno Hong Kong Trail Championships  2020 - 19km 18.60 K,https://itra.run/race/21637,18.60 km, 04/01/2020,21637,2020,19km,2020,5,HK,solo,5,50,45,,Hong Kong Trail Championships,500,2020-02-04,2020-02-04,0,0.0,0,1,0.0,0.0,,bride pool car park,bride pool car park,,https://hkaaa.com/en/comp_online_apply_intro.php?id=134,2020-01-04 08:00:00,18.60,890,890,1,50400
28,"Dragon,tiger,phoenix Trail  2020 - 76k 77.60 K",https://itra.run/race/23039,77.60 km, 04/01/2020,23039,2020,76K,2020,9,TW,solo,8,8,84,,,300,2019-10-09,2019-10-10,0,0.0,0,1,0.0,0.0,,Atayal Aboriginal CulturalIndustry Park,Atayal Aboriginal CulturalIndustry Park,,https://www.beclass.com/rid=22416035d368a0cce223,2020-01-04 16:00:00,77.60,5510,5520,4,90000
29,"Dragon,tiger,phoenix Trail  2020 - 90k 92.50 K",https://itra.run/race/23041,92.50 km, 04/01/2020,23041,2020,90K,2020,10,TW,solo,14,13,73,,,300,2019-10-09,2019-10-10,0,0.0,0,1,0.0,0.0,,Atayal Aboriginal CulturalIndustry Park,Atayal Aboriginal CulturalIndustry Park,,https://www.beclass.com/rid=22416035d368a0cce223,2020-01-04 11:00:00,92.50,6640,6640,5,108000
30,Trail @ Braemar Hill 2020 - Trail @ Braemar Hill 45  Solo 47.10 K,https://itra.run/race/17329,47.10 km, 04/01/2020,17329,2020,Trail @ Braemar Hill 45  Solo,2020,4,HK,solo,10,0,90,,,500,2019-09-01,2020-01-03,0,0.0,0,1,22.2864,114.206,,Braemar Hill,,,https://tgr.run/trail/,2020-01-04 08:00:00,47.10,2010,2020,2,72000
31,Trail @ Braemar Hill 2020 - Trail @ Braemar Hill 45  Pairs 47.10 K,https://itra.run/race/23145,47.10 km, 04/01/2020,23145,2020,Trail @ Braemar Hill 45  Pairs,2020,4,HK,team,10,0,90,,,500,2019-09-01,2020-01-03,0,0.0,0,1,22.2864,114.206,,Braemar Hill,,,https://tgr.run/trail/,2020-01-04 08:00:00,47.10,2010,2020,2,72000
32,San Tan Scramble 2020 - 50k 51.30 K,https://itra.run/race/2642,51.30 km, 04/01/2020,2642,2020,50K,2020,2,US,solo,0,0,100,,,80,2019-07-30,2020-01-01,1,0.0,0,1,33.2484,-111.634,,Queen Creek,,,https://ultrasignup.com/register.aspx?did=69324,2020-01-04 07:00:00,51.30,1050,1050,1,32400
33,San Tan Scramble 2020 - 26k 26.00 K,https://itra.run/race/23465,26.00 km, 04/01/2020,23465,2020,26K,2020,3,US,solo,0,0,100,,,0,2019-12-01,2019-12-31,1,0.0,0,1,33.2484,-111.634,,Queen Creek,,,https://ultrasignup.com/register.aspx?did=69324,2020-01-04 07:15:00,26.00,630,630,0,18000
34,Selva Costera  2020 - 21k Selva Costera  21.20 K,https://itra.run/race/17497,21.20 km, 04/01/2020,17497,2020,21k Selva Costera ,2020,4,CL,solo,10,20,50,,,200,2019-11-30,2019-12-29,0,0.0,0,1,-40.595,-73.7339,,Maicolpué,Maicolpué,,,2020-01-04 10:00:00,21.20,890,890,1,14400
35,Selva Costera  2020 - 50k Selva Costera  45.10 K,https://itra.run/race/17499,45.10 km, 04/01/2020,17499,2020,50k Selva Costera ,2020,5,CL,solo,5,15,80,,,100,2019-11-30,2019-12-29,0,0.0,0,1,-40.595,-73.7339,,Maicolpué,Maicolpué,,https://welcu.com/selvacostera/selva-costera-2019,2020-01-04 07:00:00,45.10,2170,2350,2,32400
36,Harbison 50 2020 - 50k 50.20 K,https://itra.run/race/1854,50.20 km, 04/01/2020,1854,2020,50K,2020,,US,solo,0,0,0,,,0,0000-00-00,0000-00-00,0,0.0,0,1,33.6874,-80.4364,,,,,,2020-01-04 00:00:00,50.20,1400,1400,-1,0
37,Harbison 50 2020 - 25k 25.00 K,https://itra.run/race/13131,25.00 km, 04/01/2020,13131,2020,25K,2020,,US,solo,0,0,0,,,0,0000-00-00,0000-00-00,0,0.0,0,1,33.6874,-80.4364,,,,,,2020-01-04 00:00:00,25.00,700,700,-1,0
38,Frozen Sasquatch Trail Race 2020 - 50k 50.00 K,https://itra.run/race/24125,50.00 km, 04/01/2020,24125,2020,50k,2020,,US,solo,0,0,0,,,0,0000-00-00,0000-00-00,0,0.0,0,1,38.4758,-80.8408,,,,,,2020-01-04 00:00:00,50.00,1500,1500,-1,0
39,The Great Scorpian 2020 - 50k 49.60 K,https://itra.run/race/24151,49.60 km, 04/01/2020,24151,2020,50K,2020,,US,solo,0,0,0,,,0,0000-00-00,0000-00-00,0,0.0,0,1,32.9716,-89.7348,,,,,,2020-01-04 00:00:00,49.60,1996,1996,-1,0
40,9-Peak 100 Global Trail 2020 - 50k 48.80 K,https://itra.run/race/16903,48.80 km, 04/01/2020,16903,2020,50K,2020,11,CN,solo,16,22,62,H-Soil Trail,,123,2019-07-26,2019-12-18,0,0.0,0,1,31.7279,103.942,,Maoxian,Maoxian,,http://www.hsoiltrail.com/event?id=242553&mid=58352,2020-01-04 06:00:00,48.80,3400,3410,3,86400
41,9-Peak 100 Global Trail 2020 - 100k 95.10 K,https://itra.run/race/24267,95.10 km, 04/01/2020,24267,2020,100K,2020,12,CN,solo,18,15,67,H-Soil Trail,,19,2019-07-26,2018-12-18,0,0.0,0,1,31.7279,103.942,,Maoxian,Maoxian,,http://www.hsoiltrail.com/event?id=242553&mid=58352,2020-01-04 06:00:00,95.10,7190,7190,5,64800
42,9-Peak 100 Global Trail 2020 - 80k 72.90 K,https://itra.run/race/24269,72.90 km, 04/01/2020,24269,2020,80K,2020,11,CN,solo,18,20,62,H-Soil Trail,,16,2019-07-26,2019-12-18,0,0.0,0,1,31.7279,103.942,,Maoxian,Maoxian,,http://www.hsoiltrail.com/event?id=242553&mid=58352,2020-01-04 06:00:00,72.90,5130,5130,4,54000
43,S1 Trail La Corsa Della Bora 2020 - Half 20.60 K,https://itra.run/race/4050,20.60 km, 05/01/2020,4050,2020,Half,2020,3,IT,solo,5,60,45,,,0,2019-04-05,2019-12-21,1,0.0,0,1,45.7716,13.6373,,Opicina,sistiana,,http://www.s1trail.com/,2020-01-05 11:30:00,20.60,640,890,1,28800
44,S1 Trail La Corsa Della Bora 2020 - Trail 55.50 K,https://itra.run/race/4049,55.50 km, 05/01/2020,4049,2020,Trail,2020,5,IT,solo,5,60,35,,,360,2019-04-05,2019-12-21,1,0.0,0,1,45.7716,13.6373,,Pesek,Sistiana,,http://www.s1trail.com/,2020-01-05 07:30:00,55.50,2420,2790,2,43200
45,S1 Trail La Corsa Della Bora 2020 - S1 Sprint  15.70 K,https://itra.run/race/10747,15.70 km, 05/01/2020,10747,2020,S1 Sprint ,2020,3,IT,solo,50,50,0,,,200,2019-08-30,2019-12-21,1,0.0,0,1,45.7716,13.6373,,Villaggio del Pescatore,Sistiana,,http://www.s1trail.com/,2020-01-05 12:00:00,15.70,440,440,0,15660
46,Ultra-Trail® Tai Mo Shan 2020 - Ytf 46.90 K,https://itra.run/race/5254,46.90 km, 05/01/2020,5254,2020,YTF,2020,7,HK,solo,10,80,10,,,500,2019-05-08,2019-11-25,0,0.0,0,1,22.3979,114.194,,Yeung Long ,Fo Tan,,,2020-01-05 09:00:00,46.90,3020,2990,3,61200
47,Koth Altra Mountain Marathons 2020 - Koth Altra Hk Island 30.70 K,https://itra.run/race/22841,30.70 km, 05/01/2020,22841,2020,KOTH Altra HK Island,2020,5,HK,solo,10,20,70,,,600,2019-08-15,2019-11-22,0,0.0,0,1,22.236,114.197,,Repulse Bay BEach,,,http://www.seyonasia.com,2020-01-05 09:00:00,30.70,1640,1670,2,840
48,Novoletni Slotrail  2020 - Novoletni Slotrail 45 Km 42.60 K,https://itra.run/race/22913,42.60 km, 05/01/2020,22913,2020,Novoletni Slotrail 45 Km,2020,4,SI,solo,10,80,10,,,60,2019-10-10,2019-12-23,1,0.0,0,1,45.8196,14.2909,,Unec,Unec,,https://www.sportotime.com/eng/race/3261/race_registration,2020-01-05 07:00:00,42.60,1610,1620,2,64800
49,"Dragon,tiger,phoenix Trail  2020 - 28k 26.40 K",https://itra.run/race/23035,26.40 km, 05/01/2020,23035,2020,28K,2020,10,TW,solo,19,9,72,,,130,2019-10-09,2019-11-10,0,0.0,0,1,0.0,0.0,,Atayal Aboriginal CulturalIndustry Park,Atayal Aboriginal CulturalIndustry Park,,https://www.beclass.com/rid=22416035d368a0cce223,2020-01-05 09:00:00,26.40,2150,2090,2,34200
50,"Dragon,tiger,phoenix Trail  2020 - 47k 47.10 K",https://itra.run/race/23037,47.10 km, 05/01/2020,23037,2020,47K,2020,9,TW,solo,15,16,69,,,300,2019-10-09,2019-10-10,0,0.0,0,1,0.0,0.0,,Atayal Aboriginal CulturalIndustry Park,Atayal Aboriginal CulturalIndustry Park,,https://www.beclass.com/rid=22416035d368a0cce223,2020-01-05 04:00:00,47.10,3200,3200,3,52200
51,Ultra Maraton 4 Pory Roku Zima 2020 - Mocna 13 13.00 K,https://itra.run/race/23535,13.00 km, 05/01/2020,23535,2020,Mocna 13,2020,,PL,solo,0,5,95,,,0,2019-10-31,2020-01-03,0,0.0,0,1,50.8717,20.6315,,Kielce,,,,2020-01-05 14:00:00,13.00,326,326,-1,61200
52,Ultra Maraton 4 Pory Roku Zima 2020 - Ultra Ck Maraton 50.00 K,https://itra.run/race/23547,50.00 km, 05/01/2020,23547,2020,ULTRA CK MARATON,2020,,PL,solo,1,4,96,ULTRA,,200,2019-10-31,2020-01-03,1,0.0,0,1,50.8717,20.6315,,Kielce,,,,2020-01-05 08:00:00,50.00,1258,1258,-1,72000
53,Qihang Trail Race Series -Hua Gou 2020 - 18km 17.70 K,https://itra.run/race/24009,17.70 km, 05/01/2020,24009,2020,18KM,2020,6,CN,solo,10,10,80,,,50,2019-12-10,2019-12-31,1,0.0,0,1,39.9062,116.391,,Beijing,Beijing,,http://m.51sai.com/13775?from=singlemessage,2020-01-05 09:30:00,17.70,860,850,1,19500
54,Willis River 2020 - 50k 50.00 K,https://itra.run/race/24149,50.00 km, 05/01/2020,24149,2020,50K,2020,,US,solo,0,0,0,,,0,0000-00-00,0000-00-00,0,0.0,0,1,37.1232,-78.4928,,,,,,2020-01-05 00:00:00,50.00,1500,1500,-1,0
55,9-Peak 100 Global Trail 2020 - 35k 31.70 K,https://itra.run/race/16901,31.70 km, 05/01/2020,16901,2020,35K,2020,9,CN,solo,20,28,52,H-Soil Trail,,113,2019-07-26,2019-12-18,0,0.0,0,1,31.7279,103.942,,Maoxian,Maoxian,,http://www.hsoiltrail.com/event?id=242553&mid=58352,2020-01-05 09:15:00,31.70,1980,1980,1,72900
56,9-Peak 100 Global Trail 2020 - 20k 21.20 K,https://itra.run/race/24271,21.20 km, 05/01/2020,24271,2020,20K,2020,6,CN,solo,20,30,50,H-Soil Trail,,85,2019-07-26,2019-12-18,0,0.0,0,1,31.7279,103.942,,Maoxian,Maoxian,,http://www.hsoiltrail.com/event?id=242553&mid=58352,2020-01-05 09:15:00,21.20,1090,1090,1,58500
57,6 Ore Mezel Winter Trail 2020 - 5 Loops 28.70 K,https://itra.run/race/24511,28.70 km, 05/01/2020,24511,2020,5 loops,2020,7,IT,solo,0,40,60,,,0,0000-00-00,0000-00-00,0,0.0,0,1,45.0032,11.0837,,,,,,2020-01-05 09:00:00,28.70,2010,2010,1,0
58,6 Ore Mezel Winter Trail 2020 - 4 Loops 22.90 K,https://itra.run/race/24509,22.90 km, 05/01/2020,24509,2020,4 loops,2020,7,IT,solo,0,40,60,,,0,0000-00-00,0000-00-00,0,0.0,0,1,45.0032,11.0837,,,,,,2020-01-05 09:00:00,22.90,1610,1610,0,0
59,6 Ore Mezel Winter Trail 2020 - 6 Loops 34.40 K,https://itra.run/race/24517,34.40 km, 05/01/2020,24517,2020,6 loops,2020,7,IT,solo,0,40,60,,,100,0000-00-00,0000-00-00,0,0.0,0,1,45.0032,11.0837,,,,,,2020-01-05 09:00:00,34.40,2410,2410,1,0
60,6 Ore Mezel Winter Trail 2020 - 7 Loops 34.40 K,https://itra.run/race/24513,34.40 km, 05/01/2020,24513,2020,7 loops,2020,7,IT,solo,0,40,60,,,0,0000-00-00,0000-00-00,0,0.0,0,1,45.0032,11.0837,,,,,,2020-01-05 09:00:00,34.40,2410,2410,1,0
61,6 Ore Mezel Winter Trail 2020 - 8 Loops 45.90 K,https://itra.run/race/24515,45.90 km, 05/01/2020,24515,2020,8 loops,2020,7,IT,solo,0,40,50,,,0,0000-00-00,0000-00-00,0,0.0,0,1,45.0032,11.0837,,,,,,2020-01-05 09:00:00,45.90,3210,3210,1,0
62,6 Ore Mezel Winter Trail 2020 - 3 Loops 17.20 K,https://itra.run/race/24519,17.20 km, 05/01/2020,24519,2020,3 loops,2020,7,IT,solo,0,40,60,,,100,0000-00-00,0000-00-00,0,0.0,0,1,45.0032,11.0837,,,,,,2020-01-05 09:00:00,17.20,1210,1210,0,0
63,Hoka One One Bandera Endurance Trail Run 2020 - 25 Km 25.00 K,https://itra.run/race/4705,25.00 km, 10/01/2020,4705,2020,25 Km,2020,,US,solo,0,0,0,,,0,0000-00-00,0000-00-00,0,0.0,0,1,29.7236,-98.9344,,,,,,2020-01-10 00:00:00,25.00,750,750,-1,0
64,Vagamon Ultrail 2020 - 60k 60.00 K,https://itra.run/race/9497,60.00 km, 11/01/2020,9497,2020,60K,2020,3,IN,solo,20,40,40,,,150,2019-08-01,2019-12-13,1,0.0,0,1,9.69076,76.906,,Vagamon,Vagamon,,https://www.vagamonultrail.in,2020-01-11 06:30:00,60.00,1550,1700,2,43200
65,Vagamon Ultrail 2020 - 90k 90.10 K,https://itra.run/race/9423,90.10 km, 11/01/2020,9423,2020,90K,2020,3,IN,solo,20,40,40,,,100,2019-08-01,2019-12-13,1,0.0,0,1,10.6292,76.0551,,"Vagamon, Kerala","Vagamon, Kerala",,https://www.vagamonultrail.in,2020-01-11 05:00:00,90.10,2460,2460,3,64800
66,Cruce Tandilia 2020 63.00 K,https://itra.run/race/13763,63.00 km, 11/01/2020,13763,2020,Cruce Tandilia,2020,3,AR,solo,1,16,83,,,168,2019-05-14,2019-12-30,0,0.0,0,2,-37.3283,-59.1357,,Tandil,Tandil,,http://www.crucetandilia.com.ar,2020-01-11 17:00:00,63.00,1560,1510,1,28800
67,Endurancelife | Anglesey 2020 - Ultra 53.70 K,https://itra.run/race/1666,53.70 km, 11/01/2020,1666,2020,Ultra,2020,3,GB,solo,15,60,25,,,0,2019-05-01,2020-01-01,0,0.0,0,1,53.3076,-4.63168,,Holyhead,,,http://www.endurancelife.com,2020-01-11 08:30:00,53.70,1560,1540,2,0
68,Gr10-Xtrem 2020 93.20 K,https://itra.run/race/806,93.20 km, 11/01/2020,806,2020,GR10-XTREM,2020,4,ES,solo,10,48,42,,,300,2019-05-06,2019-12-28,0,0.0,0,1,39.8358,-0.814366,,puzol,andilla,,,2020-01-11 06:00:00,93.20,3790,2920,4,68400
69,Vietnam Trail Marathon 2020 - 42km 42.80 K,https://itra.run/race/16207,42.80 km, 11/01/2020,16207,2020,42km,2020,5,VN,solo,10,80,10,,,1000,2019-06-24,2019-12-11,0,0.0,0,1,20.8711,104.629,,Moc Chau,Moc Chau,,https://vietnamtrailseries.com/trail-marathon/vtm-book-now/,2020-01-11 07:30:00,42.80,1870,1690,2,54000
70,Vietnam Trail Marathon 2020 - Ultra 70km 70.60 K,https://itra.run/race/16209,70.60 km, 11/01/2020,16209,2020,Ultra 70km,2020,5,VN,solo,10,80,10,,,300,2019-06-17,2019-12-11,0,0.0,0,1,20.8711,104.629,,Moc Chau,Moc Chau,,https://vietnamtrailseries.com/trail-marathon/vtm-book-now/,2020-01-11 04:00:00,70.60,3030,2860,3,64800
71,Hoka One One Bandera Endurance Trail Run 2020 - 100 Km 99.50 K,https://itra.run/race/931,99.50 km, 11/01/2020,931,2020,100 Km,2020,2,US,solo,0,0,100,,,350,0000-00-00,0000-00-00,1,0.0,0,1,29.731,-99.0699,,Bandera,Bandera,,https://runsignup.com/Race/TX/Bandera/BanderaEnduranceTrailRun,2020-01-11 07:30:00,99.50,1720,1710,4,86400
72,Urban-Ultra Big Stinker 2020 - 45k 47.00 K,https://itra.run/race/4297,47.00 km, 11/01/2020,4297,2020,45K,2020,4,AE,solo,80,15,5,,,100,2019-06-30,2020-02-09,0,0.0,0,1,25.7376,55.9078,,Ras Al Khaimah,,,https://www.premieronline.com/event/urbanultra_big_stinker_2020_4520,2020-01-11 06:00:00,47.00,1800,1770,2,21600
73,Hk50 West 2020 - 25km Individual 25.00 K,https://itra.run/race/15365,25.00 km, 11/01/2020,15365,2020,25Km Individual,2020,5,HK,solo,5,70,25,,,0,0000-00-00,0000-00-00,0,0.0,0,1,22.3957,114.153,,Shing Mun,Shing Mun,,,2020-01-11 06:45:00,25.00,1220,1220,1,25200
