,Name,Link,Distance,Date,id_course,Year,nom,annee,nb_pts_mont,pays,type_partic,pct_route,pct_piste,pct_sentier,challenge,championnat,inscr_nb,inscr_dt_min,inscr_dt_max,inscr_sur_place,inscr_tarif,inscr_tarif_devise,nb_etp,latitude,longitude,pays_arrivee,ville_depart,ville_arrivee,pays_depart,inscr_site,heure_depart,dist_tot,deniv_tot,deniv_neg_tot,nb_pts,temps_max
733,Mississippi 50 Trail Run 2020 - Carl Touchstone 50mi 80.00 K,https://itra.run/race/2498,80.00 km, 07/03/2020,2498,2020,Carl touchstone 50mi,2020,,US,solo,0,0,0,,,0,0000-00-00,0000-00-00,0,0.0,0,1,32.9716,-89.7348,,,,,,2020-03-07 00:00:00,80.00,1200,1200,-1,0
734,Mississippi 50 Trail Run 2020 - Carl Touchstone 50k 50.00 K,https://itra.run/race/8437,50.00 km, 07/03/2020,8437,2020,Carl Touchstone 50k,2020,,US,solo,0,0,0,,,0,0000-00-00,0000-00-00,0,0.0,0,1,32.9716,-89.7348,,,,,,2020-03-07 00:00:00,50.00,1500,1500,-1,0
735,Super Bull Trail Championchips 2020 - 50k 50.00 K,https://itra.run/race/25451,50.00 km, 07/03/2020,25451,2020,50K,2020,,US,solo,0,0,0,,,0,0000-00-00,0000-00-00,0,0.0,0,1,40.2254,-82.6881,,,,,,2020-03-07 00:00:00,50.00,1500,1500,-1,0
736,Montana De Oro 2020 - 36 Km 36.00 K,https://itra.run/race/13559,36.00 km, 07/03/2020,13559,2020,36 Km,2020,,US,solo,0,0,0,,,0,0000-00-00,0000-00-00,0,0.0,0,1,35.3107,-120.832,,,,,,2020-03-07 00:00:00,36.00,1356,1356,-1,0
737,Montana De Oro 2020 - 50 Km 50.00 K,https://itra.run/race/13557,50.00 km, 07/03/2020,13557,2020,50 Km,2020,,US,solo,0,0,0,,,0,0000-00-00,0000-00-00,0,0.0,0,1,35.3107,-120.832,,,,,,2020-03-07 00:00:00,50.00,1910,1910,-1,0
738,Montana De Oro 2020 - Half-Marathon 21.00 K,https://itra.run/race/13561,21.00 km, 07/03/2020,13561,2020,Half-marathon,2020,,US,solo,0,0,0,,,0,0000-00-00,0000-00-00,0,0.0,0,1,35.3107,-120.832,,,,,,2020-03-07 00:00:00,21.00,750,750,-1,0
739,Montana De Oro 2020 - 12k 12.00 K,https://itra.run/race/25453,12.00 km, 07/03/2020,25453,2020,12K,2020,,US,solo,0,0,0,,,0,0000-00-00,0000-00-00,0,0.0,0,1,35.3107,-120.832,,,,,,2020-03-07 00:00:00,12.00,560,560,-1,0
740,Way Too Cool 2020 50.05 K,https://itra.run/race/1044,50.05 km, 07/03/2020,1044,2020,WAY TOO COOL,2020,,US,solo,0,0,0,,,0,0000-00-00,0000-00-00,0,0.0,0,1,36.7015,-118.756,,,,,,2020-03-07 00:00:00,50.05,1480,1480,-1,0
741,Ceven'trail 2020 - Marathon De La Toureille 42 Km 42.00 K,https://itra.run/race/25493,42.00 km, 07/03/2020,25493,2020,Marathon de la Toureille 42 Km,2020,,FR,solo,14,22,64,,,0,2019-08-01,2020-02-15,0,28.0,EUR,1,43.9913,3.60594,FR,Le Vigan,Le Vigan,FR,https://,2020-03-07 10:00:00,42.00,2200,2200,-1,32400
742,Trail Des Collines Normandes 2020 30.00 K,https://itra.run/race/25557,30.00 km, 07/03/2020,25557,2020,Trail des collines normandes,2020,,FR,solo,19,1,80,Challenge trail tour basse normandie,,0,0000-00-00,0000-00-00,0,0.0,0,1,48.849,-0.565217,,Condé sur noireau,Condé sur noireau,,,2020-03-07 14:00:00,30.00,800,800,-1,16200
743,La Massingienne 2020 - Trail 28 28.00 K,https://itra.run/race/18627,28.00 km, 07/03/2020,18627,2020,TRAIL 28,2020,,FR,solo,10,10,80,pierre GENOUX,pierre GENOUX,0,0000-00-00,0000-00-00,0,0.0,0,1,47.907,4.59694,,Massingy,Massingy,,,2020-03-07 09:00:00,28.00,1248,1248,-1,16200
744,La Massingienne 2020 - Trail 15 15.00 K,https://itra.run/race/25561,15.00 km, 07/03/2020,25561,2020,TRAIL 15,2020,,FR,solo,10,10,80,,,1,0000-00-00,0000-00-00,0,0.0,0,1,47.907,4.59694,,Massingy,Massingy,,,2020-03-07 09:15:00,15.00,508,508,-1,9000
745,Zimowy Ultramaraton Karkonoski  2020 57.00 K,https://itra.run/race/2901,57.00 km, 07/03/2020,2901,2020,Zimowy Ultramaraton Karkonoski,2020,,PL,solo,2,1,97,,,450,2019-11-13,2019-11-14,0,0.0,0,1,50.7747,15.7542,,Polana Jakuszycka,Karpacz,,https://,2020-03-07 07:30:00,57.00,2410,2690,-1,36000
746,Siuslaw Dunes 2020 - 50k 50.00 K,https://itra.run/race/25587,50.00 km, 07/03/2020,25587,2020,50K,2020,2,US,solo,1,9,90,,,150,2019-08-01,2020-03-01,0,0.0,0,1,34.7998,-87.6773,,Florence,,,https://ultrasignup.com/register.aspx?eid=10725,2020-03-07 07:00:00,50.00,880,900,2,32400
747,Conquer The Rock Foothills 50k 2020 - 50k 50.00 K,https://itra.run/race/8431,50.00 km, 07/03/2020,8431,2020,50K,2020,,US,solo,0,0,0,,,0,0000-00-00,0000-00-00,0,0.0,0,1,33.6874,-80.4364,,,,,,2020-03-07 00:00:00,50.00,2120,2120,-1,0
748,Swamp Trail Race 2020 - 50k 50.00 K,https://itra.run/race/5109,50.00 km, 07/03/2020,5109,2020,50K,2020,,US,solo,0,0,0,,,0,0000-00-00,0000-00-00,0,0.0,0,1,27.7568,-81.464,,,,,,2020-03-07 00:00:00,50.00,1150,1150,-1,0
749,Swamp Trail Race 2020 - 30k 30.00 K,https://itra.run/race/25629,30.00 km, 07/03/2020,25629,2020,30K,2020,,US,solo,0,0,0,,,0,0000-00-00,0000-00-00,0,0.0,0,1,27.7568,-81.464,,,,,,2020-03-07 00:00:00,30.00,900,900,-1,0
750,Swamp Trail Race 2020 - 10k 10.00 K,https://itra.run/race/25631,10.00 km, 07/03/2020,25631,2020,10K,2020,,US,solo,0,0,0,,,0,0000-00-00,0000-00-00,0,0.0,0,1,27.7568,-81.464,,,,,,2020-03-07 00:00:00,10.00,300,300,-1,0
751,Mill Stone 50k 2020 - 50k 50.00 K,https://itra.run/race/25677,50.00 km, 07/03/2020,25677,2020,50K,2020,,US,solo,0,0,0,,,0,0000-00-00,0000-00-00,0,0.0,0,1,33.6874,-80.4364,,,,,,2020-03-07 00:00:00,50.00,1500,1500,-1,0
752,Siuslaw Dunes 2020 - 25k 25.00 K,https://itra.run/race/25727,25.00 km, 07/03/2020,25727,2020,25K,2020,,US,solo,0,0,0,,,0,0000-00-00,0000-00-00,0,0.0,0,1,44.0549,-124.101,,,,,,2020-03-07 00:00:00,25.00,600,600,-1,0
753,Ceven'trail 2020 - Trail Aux Étoiles 62 Km 62.00 K,https://itra.run/race/87,62.00 km, 07/03/2020,87,2020,Trail aux étoiles 62 Km,2020,,FR,solo,5,15,80,Challenge Gardois des Trails,,0,2019-08-01,2020-02-15,0,40.0,EUR,1,43.9913,3.60594,FR,Le Vigan,Le Vigan,FR,https://,2020-03-07 11:00:00,62.00,2600,2600,-1,45000
754,Ceven'trail 2020 - Trail De L'oignon Doux 23 Km 23.00 K,https://itra.run/race/19591,23.00 km, 07/03/2020,19591,2020,Trail de l'oignon doux 23 Km,2020,,FR,solo,5,15,80,,,0,2019-08-01,2020-02-15,0,18.0,EUR,1,43.9913,3.60594,FR,Le Vigan,Le Vigan,FR,https://,2020-03-07 14:30:00,23.00,1000,1000,-1,17100
755,Ceven'trail 2020 - Ultra Du Bout Du Cirque 100 Km 100.00 K,https://itra.run/race/3557,100.00 km, 07/03/2020,3557,2020,Ultra du bout du cirque 100 Km,2020,,FR,solo,5,15,80,,,0,2019-08-01,2020-02-15,0,70.0,EUR,1,43.9913,3.60594,FR,Le Vigan,Le Vigan,FR,https://,2020-03-07 04:00:00,100.00,4100,4100,-1,72000
756,Nanjing Laoshan Tourist Guide Race 2020 - 32km 31.70 K,https://itra.run/race/12187,31.70 km, 07/03/2020,12187,2020,32km,2020,4,CN,solo,20,40,40,,,340,2020-04-01,2020-04-16,0,0.0,USD,1,32.061,118.792,CN,Nanjing,Nanjing,CN,https://www.chinarunnerclub.com,2020-03-07 08:00:00,31.70,1250,1250,1,30600
757,Louzantrail 2020 - Ultra Louzantrail 43.90 K,https://itra.run/race/11925,43.90 km, 08/03/2020,11925,2020,Ultra Louzantrail,2020,8,PT,solo,1,10,89,,,250,2019-12-01,2020-02-16,1,0.0,0,1,40.1285,-8.23164,,Lousã,Lousã,,http://louzantrail.com/registrations.html,2020-03-08 08:00:00,43.90,3060,3070,3,36000
758,Louzantrail 2020 - Louzantrail Longo 29.90 K,https://itra.run/race/11927,29.90 km, 08/03/2020,11927,2020,Louzantrail Longo,2020,8,PT,solo,1,5,94,,,450,2019-12-01,2020-02-16,1,0.0,0,1,40.1285,-8.23164,,Lousã,Lousã,,http://louzantrail.com/registrations.html,2020-03-08 09:00:00,29.90,2050,2040,2,28800
759,Louzantrail 2020 - Mini 17.50 K,https://itra.run/race/11929,17.50 km, 08/03/2020,11929,2020,Mini,2020,7,PT,solo,2,7,91,ADAC,CDTRC,400,2019-12-01,2020-02-16,1,0.0,0,1,40.1285,-8.23164,,Lousã,Lousã,,http://louzantrail.com/registrations.html,2020-03-08 09:30:00,17.50,1220,1230,1,21600
760,Cordillera Mountain Ultra 2020 - Cmu 50k 44.70 K,https://itra.run/race/4384,44.70 km, 08/03/2020,4384,2020,CMU 50K,2020,9,PH,solo,5,5,90,Asia Trail Masters,Asia Trail Masters,400,2019-09-09,2020-02-22,0,0.0,0,1,16.3884,120.734,,"Tinongdan, Itogon","Tinongdan, Itogon",,http://bit.ly/CMU2020,2020-03-08 04:00:00,44.70,3110,3060,3,50400
761,Cordillera Mountain Ultra 2020 - Cmr 21k 19.40 K,https://itra.run/race/5697,19.40 km, 08/03/2020,5697,2020,CMR 21K,2020,8,PH,solo,1,1,98,,,200,2019-09-09,2020-02-22,0,0.0,0,1,16.3884,120.734,,"Tinongdan, Itogon",,,http://bit.ly/CMU2020,2020-03-08 05:00:00,19.40,1300,1300,0,28800
762,Cordillera Mountain Ultra 2020 - Ctr 10k 10.10 K,https://itra.run/race/21583,10.10 km, 08/03/2020,21583,2020,CTR 10k,2020,5,PH,solo,1,0,99,,,100,2019-09-09,2020-02-22,0,0.0,0,1,16.3884,120.734,,Tinongdan,Tinongdan,,http://bit.ly/CMU2020,2020-03-08 07:00:00,10.10,420,470,0,14400
763,Trail Des 3 Châteaux Le Creusot 2020 - Maratrail 45.70 K,https://itra.run/race/22647,45.70 km, 08/03/2020,22647,2020,Maratrail,2020,4,FR,solo,15,70,15,,,100,2019-11-01,2020-03-03,1,0.0,0,1,46.8054,4.4286,,Le Creusot,Le Creusot,,http://www.ealecreusot.fr,2020-03-08 08:00:00,45.70,1510,1160,2,28800
764,Champa Ultra Race Petzl - Salming 2020 - 35km 34.50 K,https://itra.run/race/22771,34.50 km, 08/03/2020,22771,2020,35km,2020,9,AR,solo,0,30,70,,,200,2019-09-26,2020-03-06,0,0.0,0,1,-34.8149,-58.2386,,San Javier Traslasierra,San Javier Traslasierra,,https://www.eventbrite.com.ar/e/72503179963/,2020-03-08 06:00:00,34.50,2000,2000,2,43200
765,Champa Ultra Race Petzl - Salming 2020 - 50km 48.10 K,https://itra.run/race/22773,48.10 km, 08/03/2020,22773,2020,50km,2020,8,AR,solo,0,30,70,,,150,2019-09-26,2020-03-06,0,0.0,0,1,-34.8149,-58.2386,,San Javier Traslasierra,San Javier Traslasierra,,https://www.eventbrite.com.ar/e/72503179963/,2020-03-08 05:00:00,48.10,2790,2790,3,46800
766,Champa Ultra Race Petzl - Salming 2020 - 68km 68.00 K,https://itra.run/race/22775,68.00 km, 08/03/2020,22775,2020,68km,2020,9,AR,solo,0,20,80,,,100,2019-09-26,2020-03-06,0,0.0,0,1,-34.8149,-58.2386,,San Javier Traslasierra,San Javier Traslasierra,,https://www.eventbrite.com.ar/e/72503179963/,2020-03-08 05:00:00,68.00,4632,4632,4,54000
767,Sea To Summit Race  2020 - Elite 20.40 K,https://itra.run/race/23051,20.40 km, 08/03/2020,23051,2020,Elite,2020,6,HK,solo,20,10,70,,,300,2019-11-04,2020-03-01,1,0.0,0,1,22.4232,114.232,,Ma On Shan,Ma On Shan,,https://raceregistration.asia/sts2020/select_competition,2020-03-08 09:00:00,20.40,1150,1220,1,21600
768,Marin Ultra Challenge 2020 - 25 Km 25.43 K,https://itra.run/race/3571,25.43 km, 08/03/2020,3571,2020,25 Km,2020,,US,solo,0,0,0,,,0,2019-09-29,2020-03-05,0,0.0,0,1,37.859,-122.485,,"Sausalito, CA",,,,2020-03-08 06:00:00,25.43,1070,1070,-1,21600
769,Marató De La Calderona 2020 42.80 K,https://itra.run/race/10453,42.80 km, 08/03/2020,10453,2020,Marató de la Calderona,2020,6,ES,solo,8,25,67,No,No,250,2019-11-04,2020-02-21,0,0.0,0,1,39.6839,-0.428854,,Serra,Serra,,https://www.toprun.es/eventos/vi-marato-calderona-2020,2020-03-08 07:00:00,42.80,2320,2320,2,25200
770,L'ard Trail Raidlight 2020 - L'ard Trail 50.60 K,https://itra.run/race/4748,50.60 km, 08/03/2020,4748,2020,L'ARD TRAIL,2020,2,FR,solo,10,0,90,,,1000,2019-11-28,2020-03-08,1,0.0,0,1,46.7737,5.88723,,ARDON,ARDON,,http://cdf45160.jimdo.com/l-ard-trail-raidlight/edition-2017/r%C3%A8glement-inscriptions/,2020-03-08 08:00:00,50.60,270,270,2,27000
771,Jabali Trail Algimia De Almonacid 2020 - Modalidad Corta 18.20 K,https://itra.run/race/23585,18.20 km, 08/03/2020,23585,2020,Modalidad Corta,2020,5,ES,solo,5,15,80,,,300,2019-12-16,2020-03-06,0,0.0,0,1,39.9144,-0.442368,,Algimia de Almonacid,,,https://www.toprun.es/eventos/iii-jabali-trail-algimia-de-almonacid-2020,2020-03-08 08:30:00,18.20,750,740,0,14400
772,Jabali Trail Algimia De Almonacid 2020 - Modalidad Larga 25.70 K,https://itra.run/race/23587,25.70 km, 08/03/2020,23587,2020,Modalidad Larga,2020,6,ES,solo,5,20,75,,,300,2019-12-16,2020-03-06,0,0.0,0,1,39.9144,-0.442368,,Algimia de Almonacid,,,https://www.toprun.es/eventos/iii-jabali-trail-algimia-de-almonacid-2020,2020-03-08 08:00:00,25.70,1400,1400,1,21600
773,Fafe Trail Run 2020 - Fafe Trail Run - 15k 14.20 K,https://itra.run/race/23691,14.20 km, 08/03/2020,23691,2020,Fafe Trail Run - 15K,2020,4,PT,solo,33,18,49,,,600,2019-12-15,2020-03-01,1,0.0,0,1,41.5034,-8.16373,,Barragem de Queimadela,Barragem de Queimadela,,https://www.prozis.com/pt/pt/evento/fafe-trail-run-2020,2020-03-08 09:30:00,14.20,480,470,0,0
774,Fafe Trail Run 2020 - Fafe Trail Run - 22k 22.50 K,https://itra.run/race/23693,22.50 km, 08/03/2020,23693,2020,Fafe Trail Run - 22K,2020,5,PT,solo,18,21,61,,,600,2019-12-15,2020-03-01,1,0.0,0,1,41.5034,-8.16373,,Barragem de Queimadela,Barragem de Queimadela,,https://www.prozis.com/pt/pt/evento/fafe-trail-run-2020,2020-03-08 09:00:00,22.50,987,979,1,0
775,Fafe Trail Run 2020 - Fafe Trail Run - 35k 35.50 K,https://itra.run/race/23695,35.50 km, 08/03/2020,23695,2020,Fafe Trail Run - 35K,2020,5,PT,solo,10,15,75,,Circuito Nacional de Trail / Series 150 - ATRP,500,2019-12-15,2020-03-01,1,0.0,0,1,41.5034,-8.16373,,Barragem de Queimadela,Barragem de Queimadela,,https://www.prozis.com/pt/pt/evento/fafe-trail-run-2020,2020-03-08 08:30:00,35.50,1707,1707,2,27000
776,Trail Costa Brava 2020 - Marathon 42.20 K,https://itra.run/race/13185,42.20 km, 08/03/2020,13185,2020,Marathon,2020,4,ES,solo,5,5,90,,,350,2019-10-03,2020-02-24,0,0.0,0,1,41.8495,3.12788,,Pals,Palamós,,https://www.trailcostabrava.com/,2020-03-08 09:00:00,42.20,1800,1820,2,28800
777,La Cameta Coixa 2020 19.90 K,https://itra.run/race/18503,19.90 km, 08/03/2020,18503,2020,La Cameta Coixa,2020,6,ES,solo,1,4,95,Sergi Sales Llop,Sergi Sales Llop,400,2020-01-06,2020-03-19,1,0.0,0,1,41.038,0.598439,,Miravet,Miravet,,http://www.lacametacoixa.cat/en/sheer/,2020-03-08 09:30:00,19.90,1260,1350,0,14400
778,Top Of The Rock Ultra Trail By Stages 2020 - Top Of The Rock - Short Etapa3 38.60 K,https://itra.run/race/17095,38.60 km, 08/03/2020,17095,2020,Top of the Rock - Short Etapa3,2020,3,ES,solo,6,56,38,,,200,2019-09-27,2020-02-16,0,0.0,0,1,40.6188,-0.0998026,,Benassal,Morella,,http://ultrator.es/inscripciones,2020-03-08 09:00:00,38.60,1110,930,2,27000
779,Trail Du Haut-Barr 2020 - 13km 13.50 K,https://itra.run/race/19405,13.50 km, 08/03/2020,19405,2020,13km,2020,,FR,solo,10,2,88,Trophée des Vosges,,450,2019-09-08,2020-03-03,0,13.0,EUR,1,48.742,7.3626,FR,SAVERNE,SAVERNE,FR,https://www.trailduhautbarr.com/,2020-03-08 10:30:00,13.50,570,630,-1,7200
780,Trail Du Haut-Barr 2020 - 28km 28.70 K,https://itra.run/race/19407,28.70 km, 08/03/2020,19407,2020,28km,2020,,FR,solo,5,10,85,Trophée des Vosges,,450,2019-09-08,2020-03-04,0,23.0,EUR,1,48.742,7.3626,FR,SAVERNE,SAVERNE,FR,https://www.trailduhautbarr.com/,2020-03-08 09:30:00,28.70,1360,1410,-1,18000
781,Lev Tolstoy Trail 26 Km 2020 26.30 K,https://itra.run/race/24169,26.30 km, 08/03/2020,24169,2020,Lev Tolstoy Trail 26 km,2020,,RU,solo,10,70,20,,,300,,0000-00-00,1,0.0,0,1,54.0701,37.5267,,Yasnaya Polyana,Yasnaya Polyana,,https://russiarunning.com/event/ltt2020,2020-03-08 14:00:00,26.30,332,331,-1,18000
782,Trail Des Cabornis 2020 - 42 Km 42.00 K,https://itra.run/race/1862,42.00 km, 08/03/2020,1862,2020,42 Km,2020,,FR,solo,15,0,85,,,0,0000-00-00,0000-00-00,0,0.0,0,1,45.2569,5.33692,,Chasselay,Chasselay,,,2020-03-08 09:00:00,42.00,2050,2050,-1,23400
783,Trail Des Cabornis 2020 - 22 Km 22.90 K,https://itra.run/race/3556,22.90 km, 08/03/2020,3556,2020,22 km,2020,,FR,solo,15,0,85,,,0,0000-00-00,0000-00-00,0,0.0,0,1,45.2569,5.33692,,Chasselay,Chasselay,,,2020-03-08 09:00:00,22.90,1070,1070,-1,12600
784,Kudamatsu Kasadojima Island Trail 2020 - Long Course 31.70 K,https://itra.run/race/4544,31.70 km, 08/03/2020,4544,2020,Long Course,2020,5,JP,solo,12,12,76,,,550,2019-09-18,2019-12-08,1,0.0,0,1,34.015,131.87,,Kudamatsu,,,https://runnet.jp/,2020-03-08 08:30:00,31.70,1620,1620,2,27000
785,Trail Des Cabornis 2020 - 22 Km Duo 22.90 K,https://itra.run/race/24397,22.90 km, 08/03/2020,24397,2020,22 km Duo,2020,,FR,team,15,0,85,,,0,0000-00-00,0000-00-00,0,0.0,0,1,45.0858,4.77962,,,,,,2020-03-08 09:00:00,22.90,1070,1070,-1,0
786,Jinjiang Three Peak Cross Trail  2020 - Jinjiang Three Peak Cross Trai 35.00 K,https://itra.run/race/24473,35.00 km, 08/03/2020,24473,2020,Jinjiang three peak cross trai,2020,3,CN,solo,10,80,10,,,1000,2019-12-28,2020-02-08,0,0.0,0,1,0.0,0.0,,Jinjiang City Exhibition Hall,Jinjiang City Exhibition Hall,,http://www.luyuesports.com,2020-03-08 08:00:00,35.00,1110,1110,2,25200
787,Jinjiang Three Peak Cross Trail  2020 - Jinjiang Three Peak Crosstrai 53.60 K,https://itra.run/race/24475,53.60 km, 08/03/2020,24475,2020,Jinjiang three peak crosstrai,2020,4,CN,solo,10,80,10,,,1000,2019-12-28,2020-02-08,0,0.0,0,1,0.0,0.0,,Jinjiang City Exhibition Hall,Jinjiang City Exhibition Hall,,http://www.luyuesports.com,2020-03-08 08:00:00,53.60,1860,1860,2,39600
788,North 55 2020 56.00 K,https://itra.run/race/24607,56.00 km, 08/03/2020,24607,2020,NORTH 55,2020,,TN,solo,10,50,40,,,100,2020-02-01,2020-02-29,0,0.0,0,1,0.0,0.0,,Ras engla,cap serat,,,2020-03-08 06:00:00,56.00,1430,1432,-1,36000
789,Iv Spring Marathon Onegin 2020 - 21k 21.90 K,https://itra.run/race/24753,21.90 km, 08/03/2020,24753,2020,21K,2020,1,RU,solo,10,90,0,,,0,2020-02-04,2020-03-07,0,0.0,0,1,59.9387,30.3162,,Saint-Petersburg,,,https://russiarunning.com/event/ONEGINM2020,2020-03-08 12:00:00,21.90,200,170,0,14400
790,Iv Spring Marathon Onegin 2020 - Iv Spring Marathon Onegin 42k 43.60 K,https://itra.run/race/24755,43.60 km, 08/03/2020,24755,2020,IV Spring Marathon Onegin 42K,2020,0,RU,solo,10,90,0,,,1,2020-02-04,2020-03-07,1,0.0,0,1,59.9387,30.3162,,Saint-Petersburg,,,https://russiarunning.com/event/ONEGINM2020,2020-03-08 10:30:00,43.60,180,180,0,21600
791,Iv Spring Marathon Onegin 2020 - Iv Spring Marathon Onegin 63k 65.40 K,https://itra.run/race/24757,65.40 km, 08/03/2020,24757,2020,IV Spring Marathon Onegin 63K,2020,0,RU,solo,10,90,0,,,0,2020-02-04,2020-03-07,1,0.0,0,1,59.9387,30.3162,,Saint-Petersburg,,,https://russiarunning.com/event/ONEGINM2020,2020-03-08 09:30:00,65.40,270,260,0,0
792,Trail Urbain Angoumoisin 2020 - Trail Urbain Angoumoisin - 20k 19.75 K,https://itra.run/race/25033,19.75 km, 08/03/2020,25033,2020,Trail Urbain Angoumoisin - 20k,2020,,FR,solo,70,15,15,,,0,0000-00-00,0000-00-00,0,0.0,0,1,45.6513,0.157675,,ANGOULEME,ANGOULEME,,http://,2020-03-08 09:00:00,19.75,260,275,-1,0
793,Senpereko Trail 2020 - 21km 21.10 K,https://itra.run/race/2696,21.10 km, 08/03/2020,2696,2020,21km,2020,,FR,solo,3,10,87,TXAPELKETA,,0,0000-00-00,0000-00-00,0,0.0,0,1,43.3558,-1.55048,,SAINT PEE SUR NIVELLE,,,,2020-03-08 09:00:00,21.10,1010,1010,-1,0
794,La Tcn 2020 - La Tcn 14 14.00 K,https://itra.run/race/25405,14.00 km, 08/03/2020,25405,2020,La TCN 14,2020,,FR,solo,5,15,80,Trail Tour Beaujolais,,0,0000-00-00,0000-00-00,0,0.0,0,1,45.94,4.61647,,Theize,,,,2020-03-08 09:30:00,14.00,610,650,-1,0
795,Ergysport Trail Du Ventoux 2020 - 45 Km 44.94 K,https://itra.run/race/409,44.94 km, 08/03/2020,409,2020,45 Km,2020,,FR,solo,0,0,0,,,0,0000-00-00,0000-00-00,0,0.0,0,1,47.2583,6.68774,,,,,,2020-03-08 00:00:00,44.94,2310,2300,-1,0
796,Epic Camí De Cavalls 360º 2020 - Trailrun E3/t2 152.00 K,https://itra.run/race/3482,152.00 km, 13/03/2020,3482,2020,TrailRun e3/t2,2020,2,ES,team,18,25,57,,,220,2019-06-03,2020-02-20,0,0.0,0,3,39.9452,4.04923,,Ciutadella,Es Mercadal,,http://www.camidecavalls360.com/epic/,2020-03-13 08:30:00,152.00,3080,2860,3,95400
797,Epic Camí De Cavalls 360º 2020 - Experience E3/t2 100.30 K,https://itra.run/race/10153,100.30 km, 13/03/2020,10153,2020,Experience e3/t2,2020,2,ES,team,18,23,59,,,220,2019-06-03,2020-02-20,1,0.0,0,3,39.9452,4.04923,,Cap d'Artrutx,Es Mercadal,,http://www.camidecavalls360.com/epic/,2020-03-13 10:15:00,100.30,2260,2070,2,75600
798,Ut Llastres 2020 - Ut Llastres - Etapas 94.60 K,https://itra.run/race/11903,94.60 km, 13/03/2020,11903,2020,UT Llastres - Etapas,2020,7,ES,team,6,20,74,,,150,2019-11-29,2020-03-14,0,0.0,0,3,41.0359,0.792151,,Vandellos,Hospitalet de l'Infant,,https://kupeka.com/eventos/29/ut-llastres,2020-03-13 21:00:00,94.60,6010,6030,4,93600
799,Ut Llastres 2020 - 46 54.60 K,https://itra.run/race/12647,54.60 km, 13/03/2020,12647,2020,46,2020,8,ES,solo,10,5,85,,,150,2019-10-31,2020-03-14,0,0.0,0,1,40.9988,0.849659,,Hospitalet de l'Infant,VANDELLÓS,,https://www.utllastres.com/Inscripcions,2020-03-13 07:00:00,54.60,3770,3510,3,68400
800,Addo Elephant Trail Run 2020 - 100 Mile 161.20 K,https://itra.run/race/4285,161.20 km, 13/03/2020,4285,2020,100 Mile,2020,4,ZA,solo,6,75,19,,,100,2019-04-01,2020-01-31,1,0.0,0,1,-33.3519,25.7444,,"Addo Elephant National Park, Main Camp",Zuurberg Mountain Village,,http://addo.run,2020-03-13 14:00:00,161.20,5640,5130,6,133200
801,The 9dragons Malaysia 2020 - The 9dragons Malaysia 25km 24.10 K,https://itra.run/race/25721,24.10 km, 13/03/2020,25721,2020,The 9Dragons Malaysia 25KM,2020,4,MY,solo,10,40,50,,,500,2020-04-15,2020-08-15,0,0.0,0,1,0.0,0.0,,Resort World Langkawi,Resort World Langkawi,,http://,2020-03-13 08:00:00,24.10,940,940,1,28800
802,Endurancelife | Sussex 2020 - Ultra 55.20 K,https://itra.run/race/1669,55.20 km, 14/03/2020,1669,2020,Ultra,2020,3,GB,solo,15,15,70,,,0,2019-07-25,2020-02-29,1,0.0,0,1,50.7433,0.204476,,Birling Gap,,,http://www.endurancelife.com,2020-03-14 08:30:00,55.20,1890,1890,2,0
803,Antelope Canyon 2020 - 100 Mile 159.40 K,https://itra.run/race/3499,159.40 km, 14/03/2020,3499,2020,100 Mile,2020,1,US,solo,5,10,85,Antelope Canyon 100 ,,300,2019-06-06,2020-03-09,0,0.0,0,1,36.9148,-111.457,,"Page, Arizona",,,https://runsignup.com/Race/Events/AZ/Page/ANTELOPECANYONULTRAMARATHONS#event-177095,2020-03-14 06:00:00,159.40,1850,1850,5,118800
804,Antelope Canyon 2020 - 55 Km 53.30 K,https://itra.run/race/3500,53.30 km, 14/03/2020,3500,2020,55 Km,2020,2,US,solo,0,0,0,,,300,2019-05-31,2020-03-09,0,0.0,0,1,36.9148,-111.457,,"Page, Arizona",,,https://vacationraces.com/ultras/antelope-canyon/,2020-03-14 00:00:00,53.30,890,880,2,54000
805,Macpac Motatapu 2020 - Ultra Run Solo 52.80 K,https://itra.run/race/20929,52.80 km, 14/03/2020,20929,2020,Ultra Run Solo,2020,7,NZ,solo,0,100,0,,,217,2019-04-02,2020-03-13,1,0.0,0,1,-44.9406,168.835,,"Glendhu Bay, Wanaka",Arrowtown ,,https://endurancecui.active.com/new/events/61606651/select-race?_p=43445735423346354&_ga=2.36187936.1262469024.1563398467-1894667751.1547429497&e4q=c05f5299-5ac6-4440-a87d-80ef788eddc7&e4p=063904f9-9093-4db5-b9bd-379fe69bf765&e4ts=1563407583&e4c=active&e4,2020-03-14 06:00:00,52.80,3020,2920,3,72000
